Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Mutant Year Zero: Road to Eden,Very Positive,"(12,211)","['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']","['RPG, Strategy']",The Bearded Ladies,Funcom,"4 Dec, 2018",https://store.steampowered.com/app/760060/Mutant_Year_Zero_Road_to_Eden/?snr=1_7_7_7000_150_25,$17.99
The Last Starship,Mostly Positive,(328),"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Workshop', 'Includes level editor']","['Indie, Simulation, Strategy, Early Access']",Introversion Software,Introversion Software,"15 Feb, 2023",https://store.steampowered.com/app/1857080/The_Last_Starship/?snr=1_7_7_7000_150_25,$14.99
Anno 2205™,Mixed,"(5,350)","['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Simulation, Strategy']",Blue Byte,Ubisoft,"3 Nov, 2015",https://store.steampowered.com/app/375910/Anno_2205/?snr=1_7_7_7000_150_25,$31.99
Slasher's Keep,Very Positive,"(1,855)","['Action, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Indie, RPG']",Damian Schloter,Damian Schloter,"19 Nov, 2020",https://store.steampowered.com/app/598060/Slashers_Keep/?snr=1_7_7_7000_150_25,$13.99
Heartwood Online,Mostly Positive,"(1,741)","['Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Early Access']","['Single-player', 'MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Early Access']",E Bros,E Bros,"19 Aug, 2023",https://store.steampowered.com/app/2180600/Heartwood_Online/?snr=1_7_7_7000_150_25,Free
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,Very Positive,(227),"['Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']","['Casual, Simulation']",Marvelous Inc.,Bandai Namco Entertainment,"1 Nov, 2022",https://store.steampowered.com/app/1492730/DORAEMON_STORY_OF_SEASONS_Friends_of_the_Great_Kingdom/?snr=1_7_7_7000_150_25,$32.99
Farmer's Life,Very Positive,"(1,469)","['Action, Adventure, Casual, Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure, Casual, Indie, RPG, Simulation']",FreeMind S.A.,PlayWay S.A.,"20 Oct, 2023",https://store.steampowered.com/app/1137750/Farmers_Life/?snr=1_7_7_7000_150_25,$19.60
Town of Salem,Very Positive,"(30,992)","['Indie, RPG, Strategy']","['Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']","['Indie, RPG, Strategy']",BlankMediaGames,BlankMediaGames,"15 Dec, 2014",https://store.steampowered.com/app/334230/Town_of_Salem/?snr=1_7_7_7000_150_25,$4.99
Meteor World Actor: Badge & Dagger,Very Positive,(258),['Simulation'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Simulation'],Heliodor,Shiravune,"10 Jun, 2022",https://store.steampowered.com/app/1819160/Meteor_World_Actor_Badge__Dagger/?snr=1_7_7_7000_150_25,$3.71
Granny Remake,Very Positive,(358),"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements']","['Action, Adventure, Indie']",FerriteLabs,FerriteLabs,"20 Jul, 2023",https://store.steampowered.com/app/2110820/Granny_Remake/?snr=1_7_7_7000_150_25,$3.99
Minecraft Legends,Mixed,"(2,202)","['Action, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer']","['Action, Strategy']",Mojang Studios,Xbox Game Studios,"18 Apr, 2023",https://store.steampowered.com/app/1928870/Minecraft_Legends/?snr=1_7_7_7000_150_25,$39.99
The Walking Dead: Season Two,Overwhelmingly Positive,"(22,599)",['Adventure'],"['Single-player', 'Steam Achievements']",['Adventure'],Telltale Games,Skybound Games,"17 Dec, 2013",https://store.steampowered.com/app/261030/The_Walking_Dead_Season_Two/?snr=1_7_7_7000_150_25,$7.99
AO Tennis 2,Mostly Positive,(994),['Sports'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",['Sports'],Big Ant Studios,Nacon,"9 Jan, 2020",https://store.steampowered.com/app/1072500/AO_Tennis_2/?snr=1_7_7_7000_150_25,$24.99
BIOMUTANT,Mixed,"(11,939)","['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']","['Action, RPG']",Experiment 101,THQ Nordic,"25 May, 2021",https://store.steampowered.com/app/597820/BIOMUTANT/?snr=1_7_7_7000_150_25,$18.99
Dragon Marked For Death,Mostly Positive,(826),"['Action, RPG']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']","['Action, RPG']","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","21 Apr, 2020",https://store.steampowered.com/app/1149440/Dragon_Marked_For_Death/?snr=1_7_7_7000_150_25,$9.49
Tiny Bunny,Overwhelmingly Positive,"(16,036)","['Adventure, Indie, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Adventure, Indie, Early Access']",Saikono,Saikono,"16 Apr, 2021",https://store.steampowered.com/app/1421250/Tiny_Bunny/?snr=1_7_7_7000_150_25,$12.99
Deus Ex: Invisible War,Mixed,"(1,822)",['Action'],['Single-player'],['Action'],Ion Storm,Eidos Interactive Corp.,"5 Mar, 2004",https://store.steampowered.com/app/6920/Deus_Ex_Invisible_War/?snr=1_7_7_7000_150_25,$0.48
Gunvolt Chronicles: Luminous Avenger iX,Very Positive,(636),['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Action'],"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","25 Sep, 2019",https://store.steampowered.com/app/1085180/Gunvolt_Chronicles_Luminous_Avenger_iX/?snr=1_7_7_7000_150_25,$4.24
Mining Mechs,Very Positive,(894),"['Adventure, Casual, Indie']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual, Indie']",Delayed Victory,Delayed Victory,"27 Oct, 2023",https://store.steampowered.com/app/1603180/Mining_Mechs/?snr=1_7_7_7000_150_25,$1.99
"Dude, Stop",Very Positive,"(1,929)","['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Casual, Indie']",Team HalfBeard,Team HalfBeard,"1 Jun, 2018",https://store.steampowered.com/app/574560/Dude_Stop/?snr=1_7_7_7000_150_25,$14.99
Aimbeast,Very Positive,"(1,616)",['Action'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",['Action'],Focusd IO,Focusd IO,"14 May, 2020",https://store.steampowered.com/app/1100990/Aimbeast/?snr=1_7_7_7000_150_25,$5.59
Age of Empires® III (2007),Very Positive,"(26,951)","['Simulation, Strategy']","['Single-player', 'Steam Trading Cards']","['Simulation, Strategy']",Ensemble Studios,Xbox Game Studios,"15 Sep, 2009",https://store.steampowered.com/app/105450/Age_of_Empires_III_2007/?snr=1_7_7_7000_150_25,$39.99
Dead Rising® 2,Mostly Positive,"(4,828)","['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure']",Capcom Vancouver,Capcom,"27 Sep, 2010",https://store.steampowered.com/app/45740/Dead_Rising_2/?snr=1_7_7_7000_150_25,$14.99
Plan B: Terraform,Very Positive,"(1,857)","['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']","['Indie, Simulation, Strategy, Early Access']",Gaddy Games,Gaddy Games,"15 Feb, 2023",https://store.steampowered.com/app/1894430/Plan_B_Terraform/?snr=1_7_7_7000_150_25,$6.59
Noobs Want to Live,Very Positive,"(4,190)","['Action, Adventure, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']","['Action, Adventure, Casual, Indie']",元气弹工作室,Lightning Games,"14 Feb, 2023",https://store.steampowered.com/app/1737340/Noobs_Want_to_Live/?snr=1_7_7_7000_150_25,$4.99
Hexen: Beyond Heretic,Very Positive,(591),['Action'],"['Single-player', 'Steam Cloud']",['Action'],Raven Software,id Software,"1 Oct, 1995",https://store.steampowered.com/app/2360/Hexen_Beyond_Heretic/?snr=1_7_7_7000_150_25,$0.89
Everdream Valley,Mostly Positive,(416),"['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual, Indie']",Mooneaters,Untold Tales,"30 May, 2023",https://store.steampowered.com/app/1403650/Everdream_Valley/?snr=1_7_7_7000_150_25,$9.53
My Klutzy Cupid,Positive,(32),"['Adventure, Casual']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual']",Hulotte,NekoNyan Ltd.,"21 Jul, 2023",https://store.steampowered.com/app/2370540/My_Klutzy_Cupid/?snr=1_7_7_7000_150_25,$23.99
BioShock® 2,Very Positive,"(10,316)",['Action'],"['Single-player', 'Steam Achievements', 'Remote Play on TV']",['Action'],2K Marin,2K,"9 Feb, 2010",https://store.steampowered.com/app/8850/BioShock_2/?snr=1_7_7_7000_150_25,
Ashen Empires,Very Positive,(307),"['Adventure, Free to Play, Massively Multiplayer, RPG']","['MMO', 'Online PvP', 'Online Co-op', 'In-App Purchases']","['Adventure, Free to Play, Massively Multiplayer, RPG']","Iron Will Games, LLC","Iron Will Games, LLC","1 Apr, 2002",https://store.steampowered.com/app/937380/Ashen_Empires/?snr=1_7_7_7000_150_25,Free
Card Survival: Tropical Island,Overwhelmingly Positive,"(1,863)","['Adventure, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Indie, Simulation, Strategy']",WinterSpring Games,WinterSpring Games,"17 Sep, 2022",https://store.steampowered.com/app/1694420/Card_Survival_Tropical_Island/?snr=1_7_7_7000_150_25,$24.99
Book of Demons,Very Positive,"(8,115)","['Action, Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV']","['Action, Adventure, Casual, Indie, RPG']",Thing Trunk,Thing Trunk,"13 Dec, 2018",https://store.steampowered.com/app/449960/Book_of_Demons/?snr=1_7_7_7000_150_25,$12.49
Prime World: Defenders 2,Mostly Positive,"(2,028)","['Free to Play, Massively Multiplayer, Strategy']","['Single-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']","['Free to Play, Massively Multiplayer, Strategy']",Nival,Nival,"29 Nov, 2018",https://store.steampowered.com/app/429540/Prime_World_Defenders_2/?snr=1_7_7_7000_150_25,Free
Incremental Epic Hero 2,Mostly Positive,(908),"['Adventure, Indie, RPG, Strategy, Free to Play, Early Access']","['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']","['Adventure, Indie, RPG, Strategy, Free to Play, Early Access']",Hapiwaku,"Idle System, Inc.","22 Jul, 2022",https://store.steampowered.com/app/1690710/Incremental_Epic_Hero_2/?snr=1_7_7_7000_150_25,Free
Pinball M,Mostly Positive,(394),"['Simulation, Free to Play']","['Single-player', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Cloud']","['Simulation, Free to Play']",Zen Studios,Zen Studios,"30 Nov, 2023",https://store.steampowered.com/app/2337640/Pinball_M/?snr=1_7_7_7000_150_25,Free
[Chilla's Art] The Kidnap | 誘拐事件,Very Positive,(335),['Indie'],"['Single-player', 'Steam Achievements']",['Indie'],Chilla's Art,Chilla's Art,"1 Nov, 2023",https://store.steampowered.com/app/2593900/Chillas_Art_The_Kidnap/?snr=1_7_7_7000_150_25,$9.99
Gauntlet™ Slayer Edition,Very Positive,"(5,972)","['Action, Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure, RPG']",Arrowhead Game Studios,WB Games,"23 Sep, 2014",https://store.steampowered.com/app/258970/Gauntlet_Slayer_Edition/?snr=1_7_7_7000_150_25,$19.99
Deceit 2,Mixed,(824),['Action'],"['Online PvP', 'Steam Achievements']",['Action'],World Makers,World Makers,"14 Sep, 2023",https://store.steampowered.com/app/2064870/Deceit_2/?snr=1_7_7_7000_150_25,$5.79
Digimon Survive,Very Positive,"(2,391)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],"HYDE, Inc.",Bandai Namco Entertainment Inc.,"29 Jul, 2022",https://store.steampowered.com/app/871980/Digimon_Survive/?snr=1_7_7_7000_150_25,$32.99
BRAVELY DEFAULT II,Very Positive,"(1,281)","['Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, RPG']",Square Enix,Square Enix,"2 Sep, 2021",https://store.steampowered.com/app/1446650/BRAVELY_DEFAULT_II/?snr=1_7_7_7000_150_25,$39.53
Mighty Party,Mixed,"(2,367)","['Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']","['Single-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']",Panoramik Games LTD,Panoramik Games LTD,"30 Mar, 2017",https://store.steampowered.com/app/575720/Mighty_Party/?snr=1_7_7_7000_150_25,Free
PANELKI,Very Positive,(562),"['Adventure, Indie, Massively Multiplayer, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']","['Adventure, Indie, Massively Multiplayer, Simulation']",Alexander Gromyko,Alexander Gromyko,"4 Mar, 2022",https://store.steampowered.com/app/1836160/PANELKI/?snr=1_7_7_7000_150_25,$0.44
Max Payne 2: The Fall of Max Payne,Very Positive,"(7,220)",['Action'],['Single-player'],['Action'],Remedy Entertainment,Rockstar Games,"14 Oct, 2003",https://store.steampowered.com/app/12150/Max_Payne_2_The_Fall_of_Max_Payne/?snr=1_7_7_7000_150_25,$9.99
Railroad Corporation,Mostly Positive,(951),"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Corbie Games,Iceberg Interactive,"18 Nov, 2019",https://store.steampowered.com/app/797400/Railroad_Corporation/?snr=1_7_7_7000_150_25,$17.99
MX vs. ATV Reflex,Very Positive,"(2,477)",['Racing'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Racing'],Rainbow Studios,THQ Nordic,"26 Nov, 2010",https://store.steampowered.com/app/55140/MX_vs_ATV_Reflex/?snr=1_7_7_7000_150_25,$10.49
Deadlink,Very Positive,"(2,499)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Indie']",Gruby Entertainment,SuperGG.com,"27 Jul, 2023",https://store.steampowered.com/app/1676130/Deadlink/?snr=1_7_7_7000_150_25,$12.49
Forgive Me Father 2,Very Positive,(202),"['Action, Indie, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Indie, Early Access']",Byte Barrel,Fulqrum Publishing,"19 Oct, 2023",https://store.steampowered.com/app/2272250/Forgive_Me_Father_2/?snr=1_7_7_7000_150_25,$10.49
METAL MAX Xeno Reborn,Mixed,(311),"['Action, Adventure, RPG']","['Single-player', 'Steam Achievements']","['Action, Adventure, RPG']","24Frame,inc.",PQube,"10 Jun, 2022",https://store.steampowered.com/app/1637230/METAL_MAX_Xeno_Reborn/?snr=1_7_7_7000_150_25,$9.49
Espresso Tycoon,Very Positive,(611),"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Simulation, Strategy']",DreamWay Games,PlayWay S.A.,"7 Jun, 2023",https://store.steampowered.com/app/1543280/Espresso_Tycoon/?snr=1_7_7_7000_150_25,$19.99
Railroad Corporation,Mostly Positive,(951),"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Corbie Games,Iceberg Interactive,"18 Nov, 2019",https://store.steampowered.com/app/797400/Railroad_Corporation/?snr=1_7_7_7000_150_26,$17.99
MX vs. ATV Reflex,Very Positive,"(2,477)",['Racing'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Racing'],Rainbow Studios,THQ Nordic,"26 Nov, 2010",https://store.steampowered.com/app/55140/MX_vs_ATV_Reflex/?snr=1_7_7_7000_150_26,$10.49
Deadlink,Very Positive,"(2,499)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Indie']",Gruby Entertainment,SuperGG.com,"27 Jul, 2023",https://store.steampowered.com/app/1676130/Deadlink/?snr=1_7_7_7000_150_26,$12.49
Forgive Me Father 2,Very Positive,(202),"['Action, Indie, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Indie, Early Access']",Byte Barrel,Fulqrum Publishing,"19 Oct, 2023",https://store.steampowered.com/app/2272250/Forgive_Me_Father_2/?snr=1_7_7_7000_150_26,$10.49
METAL MAX Xeno Reborn,Mixed,(311),"['Action, Adventure, RPG']","['Single-player', 'Steam Achievements']","['Action, Adventure, RPG']","24Frame,inc.",PQube,"10 Jun, 2022",https://store.steampowered.com/app/1637230/METAL_MAX_Xeno_Reborn/?snr=1_7_7_7000_150_26,$9.49
Espresso Tycoon,Very Positive,(611),"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Simulation, Strategy']",DreamWay Games,PlayWay S.A.,"7 Jun, 2023",https://store.steampowered.com/app/1543280/Espresso_Tycoon/?snr=1_7_7_7000_150_26,$19.99
Burnout™ Paradise Remastered,Mixed,"(4,797)","['Action, Adventure, Racing']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']","['Action, Adventure, Racing']",Stellar Entertainment,Electronic Arts,"21 Aug, 2018",https://store.steampowered.com/app/1238080/Burnout_Paradise_Remastered/?snr=1_7_7_7000_150_26,$19.99
Command & Conquer 3: Kane's Wrath,Overwhelmingly Positive,"(3,635)",['Strategy'],['Single-player'],['Strategy'],EA Los Angeles,Electronic Arts,"13 Nov, 2009",https://store.steampowered.com/app/24810/Command__Conquer_3_Kanes_Wrath/?snr=1_7_7_7000_150_26,$14.99
SUNLESS SEA,Very Positive,"(7,098)","['Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, RPG']",Failbetter Games,Failbetter Games,"6 Feb, 2015",https://store.steampowered.com/app/304650/SUNLESS_SEA/?snr=1_7_7_7000_150_26,$9.89
Idle Big Devil,Very Positive,"(3,813)","['Adventure, Casual, Free to Play, Indie, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']","['Adventure, Casual, Free to Play, Indie, Strategy']","HONG KONG SPARK SOFTWARE TECHNOLOGY CO., LIMITED","HONG KONG SPARK SOFTWARE TECHNOLOGY CO., LIMITED","3 Nov, 2021",https://store.steampowered.com/app/1158980/Idle_Big_Devil/?snr=1_7_7_7000_150_26,Free
NoLimits 2 Roller Coaster Simulation,Overwhelmingly Positive,"(1,178)","['Indie, Simulation']","['Single-player', 'VR Supported', 'Steam Workshop']","['Indie, Simulation']",Ole Lange,Mad Data GmbH & Co. KG,"21 Aug, 2014",https://store.steampowered.com/app/301320/NoLimits_2_Roller_Coaster_Simulation/?snr=1_7_7_7000_150_26,$39.99
King of Retail,Very Positive,"(2,791)","['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Casual, Indie, Simulation']",Freaking Games,Iceberg Interactive,"14 Sep, 2022",https://store.steampowered.com/app/968250/King_of_Retail/?snr=1_7_7_7000_150_26,$13.00
